time,[depth_sim_node_depth]depth_m,[data_collector]rpm_NAN,[data_collector]roll_rad,[data_collector]pitch_rad,[data_collector]yaw_rad,[data_collector]v_eb_b_x_m/s,[data_collector]v_eb_b_y_m/s,[data_collector]v_eb_b_z_m/s,[data_collector]lat_rad,[data_collector]lon_rad,[data_collector]alt_m,[data_collector]lat0_rad,[data_collector]lon0_rad,[data_collector]alt0_m,[data_collector]r_b_n_m,[data_collector]r_b_e_m,[data_collector]r_b_d_m,[data_collector]w_ib_b_x_rad/s,[data_collector]w_ib_b_y_rad/s,[data_collector]w_ib_b_z_rad/s,[data_collector]f_ib_b_x_m/s^2,[data_collector]f_ib_b_y_m/s^2,[data_collector]f_ib_b_z_m/s^2,[data_collector]fault_gen/depth_sensor_zero_NAN
1679449598.259192,0.021934470,362.31168,1.0958417248641727e-11,-8.240419478100371e-07,0.7853981633058634,0.0007440485752375671,5.910967676474355e-10,-6.69029445051493e-08,0.6467836953318669,-1.4069862681788832,5.516507530593793e-09,0.6467836953250381,-1.4069862681874037,0.0,4.3421702017512376e-05,4.342173855009644e-05,-5.520169849780537e-09,4.1148867595986786e-05,-5.113021401221953e-05,-4.3946141541993494e-05,0.007008331350481686,-5.3163537741989546e-08,-9.799105898459693,False
1679449598.309192,-0.067236858,362.31168,1.0958417248641727e-11,-8.240419478100371e-07,0.7853981633058634,0.0007440485752375671,5.910967676474355e-10,-6.69029445051493e-08,0.6467836953318669,-1.4069862681788832,5.516507530593793e-09,0.6467836953250381,-1.4069862681874037,0.0,4.3421702017512376e-05,4.342173855009644e-05,-5.520169849780537e-09,4.1148867595986786e-05,-5.113021401221953e-05,-4.3946141541993494e-05,0.007008331350481686,-5.3163537741989546e-08,-9.799105898459693,False
1679449598.359192,0.011449663,362.31168,1.409913640142183e-11,-9.332602101660097e-07,0.7853981632795785,0.0008142125826780863,7.41444182829153e-10,-7.312230689273537e-08,0.6467836953327722,-1.4069862681777534,6.240131877460425e-09,0.6467836953250381,-1.4069862681874037,0.0,4.917904916105255e-05,4.917909617818625e-05,-6.244683465481947e-09,4.114892636965324e-05,-5.20706075863008e-05,-4.394668489437146e-05,0.007007255635822015,-5.66590916809536e-08,-9.799105888665492,False
1679449598.4091918,0.012852656,389.8675200000001,1.8000997545134548e-11,-1.0533671565292755e-06,0.785398163246911,0.0008954551735343352,9.214844025549518e-10,-8.031843426838349e-08,0.646783695333768,-1.4069862681765108,7.033883789444197e-09,0.6467836953250381,-1.4069862681874037,0.0,5.551086690099451e-05,5.551092694839295e-05,-7.039510881330835e-09,4.1148997179018144e-05,-5.315948873530636e-05,-4.394733488132638e-05,0.008113937037549306,-6.086850621348925e-08,-9.799105977792436,False
1679449598.4591918,0.024095790,389.8675200000001,1.8000997545134548e-11,-1.0533671565292755e-06,0.785398163246911,0.0008954551735343352,9.214844025549518e-10,-8.031843426838349e-08,0.646783695333768,-1.4069862681765108,7.033883789444197e-09,0.6467836953250381,-1.4069862681874037,0.0,5.551086690099451e-05,5.551092694839295e-05,-7.039510881330835e-09,4.1148997179018144e-05,-5.315948873530636e-05,-4.394733488132638e-05,0.008113937037549306,-6.086850621348925e-08,-9.799105977792436,False
1679449598.5091918,-0.059008763,389.8675200000001,2.2823058511310263e-11,-1.1843596817395451e-06,0.7853981632065239,0.0009766976881309252,1.1392453859674824e-09,-8.747908873999522e-08,0.6467836953348541,-1.4069862681751557,7.897107063212574e-09,0.6467836953250381,-1.4069862681874037,0.0,6.241715443146654e-05,6.241723058814845e-05,-7.904013556064747e-09,4.114908341580523e-05,-5.424805936799094e-05,-4.394811903463521e-05,0.008112645802819446,-6.428437607529143e-08,-9.799105965518702,False
1679449598.5591917,-0.025393327,417.4233600000001,2.8739261580154554e-11,-1.3278308762351465e-06,0.7853981631569528,0.0010698304877920371,1.3983131557200156e-09,-9.56793430180241e-08,0.6467836953360439,-1.4069862681736713,8.839694953851295e-09,0.6467836953250381,-1.4069862681874037,0.0,6.998198847251828e-05,6.99820844014459e-05,-8.848136345283635e-09,4.114918649442732e-05,-5.5495940910129497e-05,-4.394905112475373e-05,0.009300268420847612,-6.839763855391876e-08,-9.799106059257364,False
1679449598.6091917,-0.026277436,417.4233600000001,2.8739261580154554e-11,-1.3278308762351465e-06,0.7853981631569528,0.0010698304877920371,1.3983131557200156e-09,-9.56793430180241e-08,0.6467836953360439,-1.4069862681736713,8.839694953851295e-09,0.6467836953250381,-1.4069862681874037,0.0,6.998198847251828e-05,6.99820844014459e-05,-8.848136345283635e-09,4.114918649442732e-05,-5.5495940910129497e-05,-4.394905112475373e-05,0.009300268420847612,-6.839763855391876e-08,-9.799106059257364,False
1679449598.6591916,-0.013677915,417.4233600000001,3.596760914630993e-11,-1.4837767600649753e-06,0.7853981630963629,0.001162963182990961,1.7091392018882278e-09,-1.0383110693366648e-07,0.6467836953373372,-1.4069862681720577,9.860750245748876e-09,0.6467836953250381,-1.4069862681874037,0.0,7.82053679196564e-05,7.820548801550708e-05,-9.871005230395898e-09,4.114931082499746e-05,-5.674342445674221e-05,-4.3950167205868906e-05,0.009298729845430091,-7.14789939612079e-08,-9.79910604395466,False
1679449598.7091916,0.000873193,444.97920000000016,4.4743498420739016e-11,-1.6538984615935007e-06,0.7853981630227701,0.0012687978577841964,2.0759387593413885e-09,-1.130817737106003e-07,0.6467836953387481,-1.4069862681702971,1.097058335460179e-08,0.6467836953250381,-1.4069862681874037,0.0,8.717710893637217e-05,8.717725838502785e-05,-1.0982996839753912e-08,4.114945806791181e-05,-5.816102283266538e-05,-4.395148334980654e-05,0.010567260765485005,-7.527080794129858e-08,-9.79910614168334,False
1679449598.7591915,-0.062292840,444.97920000000016,4.4743498420739016e-11,-1.6538984615935007e-06,0.7853981630227701,0.0012687978577841964,2.0759387593413885e-09,-1.130817737106003e-07,0.6467836953387481,-1.4069862681702971,1.097058335460179e-08,0.6467836953250381,-1.4069862681874037,0.0,8.717710893637217e-05,8.717725838502785e-05,-1.0982996839753912e-08,4.114945806791181e-05,-5.816102283266538e-05,-4.395148334980654e-05,0.010567260765485005,-7.527080794129858e-08,-9.79910614168334,False
